Time (seconds),Standard Error Mean
127,0.04420218520097859
128,0.044549898737896075
129,0.029010078651567787
130,0.023686224537468527
131,0.02836548089669617
132,0.02504778750741097
133,0.027998176272047155
134,0.023226600503934377
135,0.02310815062760077
136,0.026129274265303565
137,0.03666501605578365
138,0.04160775592727119
139,0.047540583984757745
140,0.03193605941106898
141,0.02996570717008035
142,0.04273088578075687
143,0.028538382745353186
144,0.04308313505652812
145,0.03404514569345537
146,0.03906159780844684
147,0.02629071756859375
148,0.015520782021955021
149,0.02960057308800291
150,0.00941068593725759
151,0.0733234211961738
152,0.02047662862162166
153,0.0068359477372844455
154,0.014833903025220967
155,0.02239262286571629
156,0.023980300236050148
157,0.021863180109151628
158,0.01959712610839341
159,0.02456772521842323
160,0.013471366584754741
161,0.015974674893374355
162,0.010843118790379885
163,0.010202000797234738
164,0.019821857739644757
165,0.006183481775566296
166,0.012751681221108256
167,0.02357087484958508
168,0.02178221731519013
169,0.011932536894630258
170,0.010751804075935144
171,0.03148135564524057
172,0.03343940585503518
173,0.033691715140802804
174,0.04605856935587458
175,0.06644755954545238
176,0.07094599505930377
177,0.06406191972135099
178,0.06609780814494945
179,0.049575595988689374
180,0.03761464588617298
181,0.0357754856099124
182,0.032901615279631105
183,0.04634018136112569
184,0.041565503466735335
185,0.03632528635790358
186,0.04708019168931767
187,0.03829847676173302
188,0.037058262537518386
189,0.030332648509200772
190,0.0561947888614172
191,0.047711419383220786
192,0.02869025333907414
193,0.030370785303261868
194,0.02957075188030499
195,0.02689686376528143
196,0.033320880632457105
197,0.03348299322816213
198,0.040627934006783745
199,0.03673208567730472
200,0.04016928549014377
201,0.05129661608593049
202,0.050555135906478685
203,0.03320583197693645
204,0.028432784294484814
205,0.03513310886300477
206,0.03558042953862594
207,0.0327374435875216
208,0.018543742300016063
209,0.02371981909763936
210,0.024379347327659697
211,0.024127209241139515
212,0.028414276545445268
213,0.04418276113119465
214,0.039105231186650026
215,0.06234314868806213
216,0.05080776792842366
217,0.0541835906675124
218,0.0711126699936854
219,0.06705654166000967
220,0.06336296416465946
221,0.036721794474671665
222,0.03771583218215569
223,0.032071352082515374
224,0.03030587117969903
225,0.03523592322116226
226,0.04365359504620974
227,0.0500025813725861
228,0.05393037985180966
229,0.06443767222253245
230,0.05996214514929811
231,0.04065365266959867
232,0.08279153584474072
233,0.0788419841621298
234,0.08151945387364669
235,0.16426717871418373
236,0.15388403400130324
237,0.019120514801135118
238,0.03201149542041713
239,0.021210409850421465
240,0.02054775743879043
241,0.018263488627931288
242,0.014798965224906374
243,0.022043692907320764
244,0.0205522052764259
245,0.020411545094697087
246,0.01747967278545286
247,0.021881923943251853
248,0.024085794594425915
249,0.0442080795466828
250,0.026264379331677405
251,0.03230439371805449
252,0.04102458075314455
253,0.03883205533232265
